CNPJ_FUNDO;CPF-PROPRIETARIO;FAT_ANUAL
26.580.354/0001-46;41236190;3271001
05.535.774/0001-30;41744129;1816432
28.140.888/0001-87;45637751;2966346
09.075.837/0001-74;41275677;1511722
22.235.798/0001-93;42799394;2137569
05.871.291/0001-07;41889872;1342611
18.000.701/0001-96;41425374;3383799
05.513.793/0001-66;44145853;2802939
20.030.723/0001-40;47359395;3170207
22.014.387/0001-78;42347003;3242416
09.087.550/0001-64;44536333;554396
10.335.831/0001-78;42347462;1894507
13.400.105/0001-80;43441555;3385243
05.629.265/0001-77;46895498;1902374
27.717.051/0001-95;46212327;2438676
29.787.503/0001-30;41831223;2128985
10.787.757/0001-20;48524148;1131198
19.293.325/0001-38;42391138;506509
18.936.259/0001-04;43253995;2393035
07.192.405/0001-18;43187472;1709555
21.287.421/0001-15;45736249;831956
26.253.875/0001-99;39823406;1389838
18.081.030/0001-35;48075143;1519313
32.045.116/0001-33;45682524;1526002
32.999.390/0001-41;45679155;2479938
17.759.673/0001-22;42922798;3206250
22.016.608/0001-47;41362540;1419021
17.155.330/0001-59;40276257;1466058
04.061.413/0001-37;47559711;1720116
22.150.448/0001-24;43852159;3239106
11.700.322/0001-60;47351218;517656
00.856.746/0001-00;43998845;1499014
01.619.647/0001-69;41864279;3220817
09.285.177/0001-56;40114536;1907730
26.452.164/0001-43;40159485;2805573
29.363.907/0001-05;47166266;2036941
32.999.416/0001-51;46270590;2379208
07.838.791/0001-72;45416817;3122968
02.934.463/0001-56;47093285;3376120
11.904.041/0001-29;42948723;3180998
12.029.819/0001-60;45364903;2069634
05.536.063/0001-80;48647967;2722815
29.726.067/0001-90;40367357;3117352
08.699.481/0001-87;40646266;2758701
00.829.288/0001-01;40879103;1497846
08.053.594/0001-00;45478904;1140745
02.198.418/0001-80;45106045;1259537
21.625.026/0001-03;45084359;3229225
17.413.812/0001-61;48025283;656518
11.827.489/0001-96;42185951;1018405
12.907.099/0001-99;42163861;2140160
33.146.130/0001-96;47748353;2047880
28.428.029/0001-98;45044946;1315511
00.400.490/0001-13;41019109;640108
14.544.826/0001-26;42008374;2247069
08.829.825/0001-25;42896210;2894972
08.545.701/0001-18;40620313;671039
12.636.503/0001-37;43227550;2860159
01.410.032/0001-28;44136496;1181150
09.065.948/0001-08;44350746;3020187
07.659.835/0001-05;43091293;1550257
06.157.552/0001-94;47216727;2009174
06.995.207/0001-20;41824056;3269114
26.724.977/0001-45;42331612;1299560
33.571.069/0001-24;43517909;1054786
04.118.164/0001-79;45193262;1084004
10.786.588/0001-04;46167620;674734
18.969.955/0001-17;47440888;2292662
22.235.688/0001-21;44440557;1076046
29.733.842/0001-34;42516696;1428030
09.521.007/0001-23;47844872;3134197
09.273.549/0001-24;46570261;3080174
05.535.883/0001-58;43286685;2683097
17.511.580/0001-84;43891834;3246512
27.281.726/0001-04;42472424;3157895
29.574.966/0001-14;43987084;2913474
17.126.107/0001-83;42993220;860389
12.227.848/0001-37;43334275;1649150
12.144.169/0001-02;44729163;1657730
32.398.732/0001-78;40963992;643210
05.138.908/0001-80;44314325;2047415
11.403.907/0001-18;41740021;2366202
09.216.360/0001-08;43289554;1775844
27.869.164/0001-06;41738543;2192508
04.356.413/0001-64;46497885;1903640
27.750.703/0001-93;40623485;2226958
04.900.077/0001-79;42972684;2658013
23.034.834/0001-13;46844521;2815943
06.084.833/0001-64;46814175;2637682
08.822.186/0001-76;44683252;1717356
10.951.878/0001-66;43685456;2444308
15.835.296/0001-38;46377193;2586325
07.400.652/0001-62;40617080;2229994
30.441.447/0001-67;39826626;576827
29.298.540/0001-85;40920983;2549177
13.397.041/0001-05;41933861;1538167
17.769.097/0001-02;47509454;2164720
28.788.460/0001-45;41970104;2556413
07.911.581/0001-62;48183043;1374261
17.161.590/0001-37;46130055;1346736
06.102.068/0001-68;44910292;841081
08.931.967/0001-07;40979854;743656
13.962.941/0001-58;40806060;641243
04.215.429/0001-57;48415102;1668457
10.626.033/0001-03;41844530;3207328
21.838.269/0001-11;41125053;2790247
16.866.522/0001-00;44305879;1712928
07.667.501/0001-75;39758621;1777966
09.021.972/0001-37;44171226;3234342
18.644.546/0001-40;46478483;3480013
08.773.825/0001-50;46714955;2837308
33.600.869/0001-26;40920501;1030552
08.056.544/0001-87;41374742;2765075
32.158.393/0001-52;43985371;3407729
15.731.064/0001-30;46900146;2891288
11.409.482/0001-54;42495125;997440
09.577.668/0001-70;40967973;1797037
05.824.226/0001-20;45517152;1363323
07.586.772/0001-04;42162268;1847085
08.705.856/0001-74;47461996;2369041
11.003.218/0001-16;43604360;2015275
06.968.084/0001-38;45289786;1613876
28.470.595/0001-68;40407677;2766396
20.870.383/0001-66;45958603;535120
27.729.617/0001-07;46381788;1899172
14.284.034/0001-60;46089536;3381851
09.274.058/0001-06;46448115;2561036
11.184.120/0001-02;45776395;2007728
31.544.575/0001-07;44574754;3415514
29.054.797/0001-91;41866468;1202169
02.539.921/0001-52;46067655;1077502
18.599.921/0001-88;46211709;2774216
09.542.519/0001-76;48605216;1183529
14.504.429/0001-20;43514904;2992053
29.550.283/0001-27;46914429;3269503
04.061.012/0001-87;46428583;755057
11.616.389/0001-10;45516730;1387072
27.728.900/0001-06;43654844;2247646
08.893.097/0001-10;45587479;858488
18.979.770/0001-93;40906476;1900940
12.984.634/0001-05;40426693;3326474
06.092.123/0001-86;41251944;1499209
18.158.614/0001-61;40433782;631581
21.888.827/0001-53;46476235;1174376
09.577.668/0001-70;44713932;1458544
05.701.755/0001-37;45885911;3216002
01.430.938/0001-04;40447743;1899229
08.940.212/0001-60;42663827;816390
08.276.785/0001-31;47108059;2509607
32.196.576/0001-62;45916359;541830
17.717.347/0001-52;45811418;1144000
26.313.371/0001-17;43220653;2608901
26.695.137/0001-00;47811431;2418169
21.321.576/0001-20;48167844;881794
26.094.817/0001-60;40928287;3041760
17.433.286/0001-00;48041476;3201074
17.073.068/0001-01;48446524;1289778
01.504.098/0001-87;44984960;1113547
32.225.875/0001-88;43285543;823537
11.502.179/0001-00;45055304;3061635
31.248.319/0001-64;44044165;2159647
15.534.955/0001-04;45537895;1887827
29.733.842/0001-34;47657990;2965192
28.788.433/0001-72;44128625;2209357
01.624.476/0001-66;44679375;1185859
14.298.614/0001-06;48098359;826962
09.290.831/0001-10;43697357;2684853
07.986.194/0001-95;46132336;2538422
32.999.370/0001-70;41659824;1139246
19.941.839/0001-52;45648571;2543450
20.206.062/0001-61;48686163;874462
24.271.002/0001-83;41160773;2967430
26.695.110/0001-09;43703342;2664541
10.705.319/0001-76;47010924;2158030
25.381.837/0001-59;41753996;727615
08.430.788/0001-88;41145439;3162776
03.288.457/0001-31;47876722;3433265
03.960.355/0001-10;47808108;3259737
13.199.084/0001-86;47471556;2723646
07.662.110/0001-68;44226204;3285978
16.606.727/0001-57;42025253;919261
22.898.809/0001-15;48064755;1887027
17.518.968/0001-07;41526597;2954655
17.138.471/0001-63;39888966;1646647
21.287.493/0001-62;41704915;587159
14.326.319/0001-16;41293931;1529099
13.579.839/0001-78;46265686;1527161
10.355.368/0001-26;43553611;1255333
21.321.576/0001-20;41817415;2901181
04.334.539/0001-38;45704354;2166317
04.420.679/0001-29;46778404;1995556
13.962.959/0001-50;47200429;3453659
14.491.679/0001-73;44624660;2993328
11.002.838/0001-30;42349370;500480
18.158.597/0001-62;42811908;664665
14.172.679/0001-00;41742607;1081990
00.826.365/0001-70;42164149;2588931
11.002.838/0001-30;40066288;1253307
13.522.937/0001-79;46177017;2278153
19.959.896/0001-69;46409334;1239477
18.999.343/0001-77;48024317;1164105
07.938.718/0001-72;45777896;1983307
17.150.307/0001-71;42407295;1616579
22.345.303/0001-89;44038782;1568827
26.243.377/0001-65;43975201;2827263
08.078.680/0001-78;40084741;1847599
09.542.533/0001-70;46120119;2108172
10.608.758/0001-60;48007633;1382986
22.672.416/0001-99;41915151;1296202
14.115.119/0001-14;42926310;1748528
08.160.796/0001-51;42855076;3282293
16.671.698/0001-07;43543665;3127379
09.463.983/0001-77;45962831;619626
19.399.498/0001-35;47482927;2242137
05.458.928/0001-38;40681851;832231
11.403.850/0001-57;42204907;2565727
34.186.631/0001-69;45818629;903055
18.599.952/0001-39;43979375;760814
17.425.221/0001-04;47117883;1977720
09.125.079/0001-51;45668988;832298
06.970.359/0001-78;44268024;3259852
15.714.103/0001-90;42083781;3374532
29.250.044/0001-51;47033668;2614979
31.248.319/0001-64;46895658;3297332
12.952.661/0001-04;44820716;719282
09.125.292/0001-63;44971510;775183
14.326.448/0001-04;39896535;836523
06.086.153/0001-80;42360351;2255421
03.374.369/0001-52;46866046;2378438
23.648.933/0001-95;40068741;3329275
16.607.846/0001-24;41931307;2901895
12.284.339/0001-46;45068677;2341638
08.078.448/0001-30;47608002;1494189
10.237.138/0001-62;46406940;980234
28.254.550/0001-56;45102221;1177126
06.095.435/0001-43;47302783;2353432
07.305.783/0001-60;42584003;927454
09.087.515/0001-45;48154005;2050060
04.345.333/0001-03;43397273;2148152
27.347.397/0001-49;48617927;675226
10.387.952/0001-63;43215153;1030961
03.758.419/0001-03;42950233;3023015
21.556.737/0001-65;40832628;2006247
23.875.810/0001-97;44246424;1857171
15.649.391/0001-47;45254216;1692034
08.507.696/0001-59;40681986;1624925
11.308.272/0001-70;47822635;2259909
30.509.174/0001-45;41193995;2037527
10.740.536/0001-05;47869150;3400567
10.355.502/0001-99;41977246;2327807
28.971.425/0001-67;44626398;1269254
09.245.354/0001-70;42331799;1716209
23.900.031/0001-02;45133922;2727375
02.430.141/0001-70;39872588;1291703
27.389.619/0001-96;45738126;790209
30.493.640/0001-41;40768199;1549944
20.214.831/0001-73;40223594;2675746
14.115.122/0001-38;42047701;1831024
18.440.071/0001-70;42575751;3466288
02.498.192/0001-33;40664971;3492010
18.081.051/0001-50;43779821;2172875
27.826.046/0001-10;45189609;889754
07.561.930/0001-63;40108594;681817
23.028.829/0001-06;46981336;2566436
14.329.820/0001-36;46131386;2329750
08.792.732/0001-73;43372917;729861
08.702.842/0001-05;48298058;3154199
10.309.556/0001-18;42523259;907388
09.181.347/0001-52;40114708;1391642
06.086.158/0001-02;44818394;2745225
09.151.303/0001-80;39624503;3240006
10.295.499/0001-65;41376378;3153397
14.091.640/0001-69;44215203;3364854
17.087.932/0001-16;43835051;2806721
21.624.772/0001-74;47770032;1256254
08.471.087/0001-97;46562053;2038380
12.799.214/0001-59;40673131;663627
30.492.087/0001-22;40335104;2981361
06.155.101/0001-18;43198526;1432457
12.951.504/0001-76;43394758;1006596
31.608.369/0001-05;39951470;3021187
11.039.143/0001-23;40813600;3136448
17.340.495/0001-09;39680465;2225491
08.070.803/0001-24;42014284;3223252
09.313.419/0001-78;47666798;2415979
24.068.068/0001-70;39638245;2888394
28.408.007/0001-66;40863244;3010470
06.924.506/0001-73;44446820;642800
30.507.629/0001-93;47584930;1162908
24.520.963/0001-84;41200279;3197176
11.733.678/0001-08;40024511;1162679
30.057.743/0001-69;44005785;1521396
21.518.582/0001-72;41525465;1725764
18.391.138/0001-24;46989822;1264310
21.006.894/0001-05;45415621;678858
00.384.262/0001-05;43166765;816023
11.357.735/0001-93;40825982;2147556
20.763.735/0001-84;45258005;1762839
05.510.866/0001-66;41015726;1790462
25.079.960/0001-10;40070877;2484196
27.249.035/0001-15;46800552;3072773
33.150.223/0001-94;39726426;717960
26.362.496/0001-37;46387953;2197541
19.800.014/0001-18;47880752;1024993
11.260.786/0001-00;45160169;1265547
17.417.277/0001-17;43832074;3066182
28.428.029/0001-98;40481175;2737372
28.321.288/0001-15;48501898;2462582
28.653.763/0001-50;45384789;1538621
08.702.845/0001-30;46223637;592053
08.708.518/0001-96;40659689;2005839
05.967.514/0001-34;44474661;2777801
07.184.764/0001-23;45403590;3347178
10.732.850/0001-38;42983997;2347783
19.215.063/0001-93;46090771;3311937
23.941.302/0001-60;45704973;2796629
11.651.089/0001-72;41816417;3177811
04.229.356/0001-52;42744370;2357416
24.405.197/0001-07;43860022;3441142
15.452.867/0001-55;42801214;1696076
31.276.143/0001-54;47203618;1087253
08.869.567/0001-00;47425765;1882894
08.833.225/0001-30;46643247;2720621
05.111.648/0001-59;44507074;756656
18.060.946/0001-09;45081748;1999591
14.985.254/0001-10;44453010;3030617
21.295.729/0001-02;47773226;1495933
05.342.397/0001-13;43370880;2159928
19.729.258/0001-51;47407156;1603104
15.541.938/0001-96;44178898;1628931
24.751.357/0001-70;47932033;1231915
28.075.138/0001-79;41839321;1649236
04.228.545/0001-00;41629825;2241158
01.757.217/0001-03;40418611;1814345
27.347.387/0001-03;40644298;2879207
07.318.947/0001-94;47238652;2386569
27.202.414/0001-50;47579865;2354487
18.079.398/0001-69;48348501;3451461
16.866.484/0001-96;40551659;884517
10.551.353/0001-33;40116186;1564835
17.056.270/0001-17;44807589;943772
30.351.315/0001-44;44353437;1876694
26.270.366/0001-74;39699461;1273279
03.374.499/0001-95;42705055;620410
23.648.935/0001-84;40251152;2954796
29.714.701/0001-74;41450335;1040831
04.764.252/0001-48;47572280;1243946
04.061.715/0001-05;43067071;549022
10.309.578/0001-88;46229658;2450555
24.751.403/0001-30;45338891;1134703
17.971.028/0001-79;42950964;3145330
18.081.063/0001-85;46851557;1331277
17.035.690/0001-17;44543771;3244038
01.253.380/0001-39;46310220;1682388
29.300.768/0001-62;40338469;3014170
17.073.419/0001-76;45743505;1144407
09.075.448/0001-49;48545760;3145520
04.207.472/0001-70;43729742;2375201
08.434.469/0001-40;48691837;759624
28.122.142/0001-40;42430717;2540141
08.828.776/0001-06;43051845;3229656
32.139.630/0001-38;43578886;2751803
12.907.125/0001-89;40800827;1647654
32.398.936/0001-09;42185406;3444282
08.971.853/0001-82;44942498;808066
18.839.093/0001-08;40161272;1266104
02.567.991/0001-14;41297242;811145
09.271.720/0001-66;42873650;3393979
05.324.427/0001-69;45619053;982319
17.087.932/0001-16;41540353;501786
07.322.826/0001-16;45835684;2280202
04.682.010/0001-05;40383128;973164
07.566.506/0001-01;42126507;762505
07.993.002/0001-78;45427925;2391567
08.297.683/0001-00;43136534;3491435
05.832.319/0001-05;41593248;1848677
00.807.777/0001-62;40518972;3253185
33.689.028/0001-37;45337844;1042200
21.032.747/0001-00;43683848;3095434
10.985.332/0001-26;41480251;1367847
27.974.904/0001-74;47313256;2174217
28.235.629/0001-30;44385186;2271333
33.689.093/0001-62;43962861;3403338
29.259.742/0001-18;47380499;2496970
11.904.032/0001-38;46579678;1044787
04.827.086/0001-81;42210339;2345986
05.513.777/0001-73;44595560;539331
17.517.594/0001-05;43486595;3362999
20.634.535/0001-21;47619130;2295330
21.556.737/0001-65;41163047;2975853
09.228.836/0001-12;40731497;2007488
08.973.035/0001-19;46550735;975468
22.003.835/0001-38;47440911;2265123
06.095.401/0001-59;45519358;815275
09.485.728/0001-25;48338867;1595143
28.692.472/0001-71;44184668;786632
06.349.886/0001-60;46246603;1537949
04.061.480/0001-51;45289995;1586226
03.596.909/0001-42;47491063;688271
29.088.410/0001-18;47482713;2852419
21.406.134/0001-87;46520560;2987997
20.183.738/0001-49;48020100;1018279
14.466.870/0001-65;42473769;1037636
12.923.406/0001-25;40933721;2433192
21.596.635/0001-73;48690983;983977
04.370.918/0001-83;40193680;1232182
28.653.875/0001-01;45950402;1623081
12.799.213/0001-04;48412681;1714761
32.835.577/0001-00;40833639;1594449
09.314.157/0001-66;46088523;2460116
03.960.129/0001-30;43911238;1702572
21.228.297/0001-17;41143438;2115128
08.702.598/0001-72;40468714;1170029
30.338.664/0001-26;44634190;1685852
20.216.888/0001-01;47393612;1728435
12.984.742/0001-88;47233945;690616
27.347.351/0001-20;43489419;2141908
08.297.677/0001-45;45028607;2660845
32.811.182/0001-77;44933802;1688184
15.212.200/0001-85;46068738;2626497
05.472.205/0001-93;47876671;2688030
13.402.173/0001-88;45899506;1335802
08.741.121/0001-04;48052390;3004319
01.620.621/0001-30;44204590;2509038
05.222.550/0001-79;41243680;1260148
07.396.578/0001-58;43176690;2762975
30.521.517/0001-97;47828958;1938964
23.682.574/0001-92;41464738;1206327
05.575.480/0001-32;42942546;2314179
26.724.752/0001-99;43576929;3076900
26.777.638/0001-27;41160958;721278
10.225.576/0001-00;45966321;835103
05.090.693/0001-74;45033293;2591837
10.643.731/0001-09;47355997;1927104
13.651.962/0001-52;47314275;1762443
19.941.547/0001-10;46837654;3049399
24.752.582/0001-20;48725388;2433153
09.241.669/0001-40;47216348;1456796
09.345.056/0001-52;44070390;803810
26.725.179/0001-38;42697139;881249
26.614.338/0001-27;43654763;2901650
13.058.794/0001-96;42517817;3334598
18.821.608/0001-42;45884848;3026892
30.038.162/0001-80;47828379;2256466
31.964.487/0001-56;44128543;3450213
26.470.425/0001-58;43342257;2446861
31.341.367/0001-00;40345080;2012968
31.594.545/0001-05;43528760;3372147
11.409.209/0001-20;41867390;606752
30.521.517/0001-97;41575910;3136594
11.952.873/0001-10;42901261;2799599
28.581.039/0001-69;48294551;727950
30.592.652/0001-23;41451578;1393745
16.929.542/0001-83;42291351;2005315
27.565.740/0001-21;46691244;527116
07.647.203/0001-13;46926179;2019286
05.408.891/0001-33;44949295;1863064
09.345.234/0001-45;47207452;2557108
13.593.449/0001-52;41744139;2035206
33.499.678/0001-10;46687437;2982007
17.435.415/0001-90;41988345;2892546
08.823.554/0001-09;43657360;3499793
32.295.689/0001-15;48611114;670346
27.590.993/0001-55;45464341;3222510
11.827.568/0001-05;46341239;1301656
11.189.679/0001-25;48235323;3096392
13.614.743/0001-01;42512277;941142
05.694.228/0001-42;40580110;708654
25.977.378/0001-70;41166530;2319531
14.414.388/0001-81;40014964;2267199
10.940.474/0001-77;41651199;1231107
05.943.662/0001-19;42000354;1832241
28.087.402/0001-94;41265290;720312
15.089.955/0001-34;42114285;3176881
31.391.761/0001-45;42321830;2086427
21.330.341/0001-03;42095186;1468978
33.499.678/0001-10;44050782;839717
29.587.403/0001-60;47000516;2125567
18.081.074/0001-65;47511123;1356149
31.216.933/0001-44;42268282;3413564
09.172.783/0001-65;41214044;990313
